x,y,z,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_GrayLevelVariance,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
56,88,56,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,ebce291e10598382d9e92587aaa194ab2738949b,"(1.0, 1.0, 1.0)","(155, 240, 240)","(48, 80, 48, 17, 17, 17)",4913,1,"(56.0, 88.0, 56.0)","(56.0, 88.0, 56.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,171.2855688988398,241.0,20542.846803752283,86.77900893592377,17148.00293131791,-284.43717264900494,118.95493556905824,3.01372529091529,0.9504548535139783,0.8070513167088103,1.6766436873724915,2.2533454424504424,0.7694603241000096,0.7484399762106828,0.9907082876912134,0.9604933222215245,-0.4640323659244032,0.9541961708403908,0.24281355495216944,7.602157093217661,0.1548012587641191,4.265301985386913,0.9559328613798258,0.34138670315411235,15.204314186435322,3.4525265409223467,30.492165214993392,30.642852227579336,278.99862591437017,0.12485016875924584,21.018883185826965,106.8991868040894,11.727682404539454,660.1209251099447,7.5067939884269315,0.16555277456392062,4.921769330249791,883.8420902014252,0.39025116352674644,0.45137703737337365,6.1625738038686,0.6447714557664479,71.15192021511737,0.03914275569751302,9.631578947368421,0.08448753462603878,11.788011695906432,78.48245614035088,45951.11403508772,2810272.5789473685,29197.455540262898,0.03988535924062564,10.824561403508772,0.09495229301323484,0.25951592168713156,21.55631757401895,0.007515103729081902,6.148336505240963,0.023203745165886424,44093.80647891659,1.6787923646324328,0.0032502026033107635,59.651574233091395,0.09404686466051815,0.9415633777147894
72,88,56,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,28507bf95fde388b2d3fbc298ffc7d3ba5bc2dd4,"(1.0, 1.0, 1.0)","(155, 240, 240)","(64, 80, 48, 17, 17, 17)",4913,1,"(72.0, 88.0, 56.0)","(72.0, 88.0, 56.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,172.08080602483207,249.0,19673.631369836785,85.31801698028264,15898.29499540829,-334.11544032826197,113.26887918540403,3.1865891351768374,0.9451138608050637,0.8368939827946167,1.6901711564681547,2.372280097147418,0.7682313742790079,0.7472506142693066,0.9876017264372392,0.9547710567526069,-0.45410420777572014,0.9493231317089481,0.2390404430783034,7.602428754086124,0.149716709305902,4.222868911644929,0.9529995356079812,0.33384693623985223,15.204857508172246,3.4089424964822075,29.113867080145212,29.406520681515197,301.2168799068394,0.1351799545079023,19.726886491294067,106.33877535475777,12.510600468300716,715.9890705814221,7.772717203198659,0.16261411108824897,4.855532552686986,864.064447153612,0.3779925802398974,0.4499522460035385,6.327428238825911,0.6312956547588603,69.94599204343737,0.037816349768301276,8.923809523809524,0.08498866213151927,11.94467120181406,83.79047619047618,49543.038095238095,3111519.9904761906,30372.746699065763,0.04047523478630663,11.666666666666666,0.1111111111111111,0.28597106035371744,28.123356720548045,0.007362151688824023,5.873477184928063,0.02137187054752697,47353.68943310658,2.076239898969817,0.0030282475766532646,52.07821924000269,0.1299679185450048,0.6349527896310131
88,88,56,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,7d49634b290c41ca1d86954b7dd6ab39587b0c0e,"(1.0, 1.0, 1.0)","(155, 240, 240)","(80, 80, 48, 17, 17, 17)",4913,1,"(88.0, 88.0, 56.0)","(88.0, 88.0, 56.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,145.2570730714431,111.0,20462.744619725374,71.55516336952272,16193.608969069686,155.03041148190067,119.03404663248489,2.682910325205449,0.9558501740825778,0.752994865313914,1.5946939890608058,2.0253657592018772,0.785571519489115,0.765963390662955,0.9893665266643505,0.9588666028373751,-0.490565008678612,0.9532072926687017,0.2229273328139998,6.516695040351761,0.20782117692573762,3.8632357899301986,0.9623012126500762,0.4252249966728772,13.033390080703523,3.167613444098205,30.42923923942258,30.52716079237309,283.7632007931426,0.1336922650797196,22.622379253214532,99.56510588726708,14.729111018501955,615.4823823387499,10.691835060308959,0.19419377805648866,4.8628052536536135,839.1025466525064,0.38769111858716426,0.4261222189168454,7.881802534614372,0.6395351001206221,68.00213470319784,0.044397631945658635,14.013333333333334,0.09342222222222223,8.987066666666667,59.96666666666667,42630.35333333333,1637204.5333333334,32746.75692413545,0.04577487484005411,24.786666666666665,0.16524444444444444,0.39614674666694377,20.0930959433763,0.012885543660684357,5.84836810848476,0.030531243639324242,41557.57248888889,1.9878111010029103,0.0037212243891068964,42.84518325655168,0.11293108905168267,0.807324410094857
56,104,56,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,10e1ad612069c4cc5ee7ed847b1122df9386be48,"(1.0, 1.0, 1.0)","(155, 240, 240)","(48, 96, 48, 17, 17, 17)",4913,1,"(56.0, 104.0, 56.0)","(56.0, 104.0, 56.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,175.35090576022796,266.0,19776.012830952448,88.03214383931244,16251.187297988243,-365.03895158902736,114.77308774245081,2.2774937304531546,0.9609539446025241,0.7173923779777748,1.558350775870088,1.665973695132236,0.7832188161958787,0.7640210733350314,0.9907504388254137,0.9600899393991118,-0.5055082787248091,0.9608595062072571,0.23747249799276368,7.739992508775287,0.152600765378769,4.005397986927639,0.965041204371838,0.3108762731442973,15.479985017550574,3.3590244061018413,29.262645368225986,29.549084251193644,297.27301929119034,0.1388624193428948,21.281182742219187,100.49412406000286,12.987364402074455,850.8810461503591,7.425081480294105,0.17184910104479997,4.910191160008971,812.2981480438345,0.36574465227413777,0.43407599931108987,6.494688356117868,0.6183917316281656,62.026185963350365,0.04534015513634136,7.075,0.0884375,13.068593750000002,79.2875,67168.7875,5185846.7875,35414.34735000218,0.04824161496325789,6.275,0.0784375,0.2503498879754061,24.847994301980044,0.006284029647262877,6.0719280948873395,0.01628332994097293,63397.292343750014,1.6512029928522993,0.003638964288825848,40.23264513354669,0.09983887951705915,0.8316459324839226
72,104,56,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,a427dc1f3bb24dd1c528843365beafa391b92f31,"(1.0, 1.0, 1.0)","(155, 240, 240)","(64, 96, 48, 17, 17, 17)",4913,1,"(72.0, 104.0, 56.0)","(72.0, 104.0, 56.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,171.65153673926318,259.0,17867.369719295264,82.49573088568008,13621.196501777244,-364.45984172270585,103.02658099362233,2.5449976450209606,0.9516401402153823,0.7955480498902051,1.6622813647055454,1.807279702151861,0.7580345731073634,0.7372727879319856,0.9897277907187442,0.9557583360957409,-0.4722133363364999,0.9564778076953189,0.2713446467406688,7.574594675875864,0.1310216964775612,4.261289484759749,0.9607625807712309,0.2962459658637211,15.149189351751728,3.4665741140758017,26.392894659660826,26.639009587088076,330.9688991444696,0.14290659840326977,18.67906952635868,99.85375519551744,11.848705637251223,658.539358341437,6.916712849224668,0.15408403360175124,4.760724107074907,944.0089583984861,0.3858641913024226,0.4725766803926787,5.656681101470637,0.63058079017211,64.73505038420839,0.040612604657642014,6.636363636363637,0.08618654073199528,12.5417439703154,88.48051948051948,61581.07792207792,4066993.935064935,33610.581258899794,0.044241762749513115,7.181818181818182,0.09327036599763873,0.2662763956516655,27.312254368662064,0.008056571751760206,5.873738975675526,0.015672705068186445,57509.97503794907,1.7164253502541862,0.003669540215120804,43.7925900771442,0.10537502018084118,0.6692978793124961
88,104,56,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,da9aef6c7105d56e69c4aec67e6e0bd4f5eef434,"(1.0, 1.0, 1.0)","(155, 240, 240)","(80, 96, 48, 17, 17, 17)",4913,1,"(88.0, 104.0, 56.0)","(88.0, 104.0, 56.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,172.16812538164055,253.0,18502.88360033274,83.95497642681576,14409.143267060866,-364.21381673986923,106.20777903522932,3.0637392882244816,0.9437749472599292,0.8702754207770494,1.7604886914258355,2.2135827064831126,0.7451403552715333,0.723172398540868,0.9879439206334684,0.9522832066541705,-0.4390917812259913,0.9505008193189097,0.28025275303167335,7.6267986932205725,0.12720095428780556,4.400033702740436,0.9555594176327709,0.30251024909751806,15.253597386441147,3.505660783812386,27.317879580863448,27.53436785618303,332.7674358189531,0.1374244374216773,18.998554687420814,101.70001685112743,10.450738153495896,588.8270403922616,6.289016401361753,0.15413495063663266,4.727235735744216,1010.8450495800322,0.407427556909244,0.4895802345425793,5.284082061280847,0.6575781238375795,69.10222706460863,0.04112068710548352,9.75438596491228,0.0855647891658972,12.104955370883347,70.6140350877193,42283.35964912281,2832408.9736842103,23767.429495079516,0.05328507215250772,17.07017543859649,0.1497383810403201,0.37632588591746424,25.41457879573148,0.020063812679662646,5.932290974687539,0.023203745165886424,40426.05209295168,1.9189048548282108,0.003333656076194269,50.22797405598989,0.12499869938097638,0.5943582222832281
88,120,56,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,cd6fe88836b3078475a1ed21926dcd5ebf01d0bf,"(1.0, 1.0, 1.0)","(155, 240, 240)","(80, 112, 48, 17, 17, 17)",4913,1,"(88.0, 120.0, 56.0)","(88.0, 120.0, 56.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,145.57602279666193,176.0,17968.062661405544,67.64991936926073,12157.796042553306,-13.463429568932968,102.97803794137764,2.677766931415524,0.9492603982956418,0.7765397170074195,1.661593805933919,2.004268149921073,0.7746966474218101,0.7532231301913124,0.9879722415277284,0.9548066057825848,-0.46618554872729245,0.9519031342716722,0.2311095300080664,6.524903480950143,0.17905196090613923,4.078507910744221,0.957245599574999,0.38300036546363453,13.049806961900286,3.292583775434854,26.413951218198292,26.578591406615974,278.0615927940026,0.1271031235890273,19.630528385483736,89.14659521402517,13.759897211452635,587.2102150856743,9.330585711093033,0.1876701439033844,4.838976129452975,902.8654282545053,0.4026703715537412,0.4415913823607696,7.228089044395859,0.6521881204960992,61.537092406976626,0.04977821651075586,13.855172413793104,0.09555291319857313,8.749298454221165,59.110344827586204,34939.63448275862,945047.2551724138,28367.862269694855,0.0457203695677937,24.779310344827586,0.17089179548156955,0.411716229622879,21.372579252926016,0.014895301548046304,5.9087870224321435,0.029513535518013435,33791.593151010704,2.206911245607468,0.00376050403158994,37.93970010100211,0.12070964471344466,0.6038923063423224
56,56,72,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,cbfce19583dfdcdd584fe3e882ab248c11760bb8,"(1.0, 1.0, 1.0)","(155, 240, 240)","(48, 48, 64, 17, 17, 17)",4913,1,"(56.0, 56.0, 72.0)","(56.0, 56.0, 72.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,220.2684714024018,281.0,15324.783408552868,111.5037591287929,17564.98300419996,-809.645659836504,86.8464206387201,3.0672405650078196,0.9313308513084723,0.899332768935487,1.7953773814231155,2.133363462809327,0.7243589561776212,0.7017058997216638,0.9922454036412568,0.9593786739943551,-0.40922093322658415,0.9476262004236878,0.32068017703357393,9.516070814947513,0.08136190312953258,4.757830895011383,0.9438132601343029,0.17408025851743414,19.03214162989503,3.800367729787135,22.47841530093198,23.260455185027126,336.37409099594146,0.1288110020241671,18.195464814432878,117.21329975864803,7.466611108043736,726.8732071454718,2.6004374323883255,0.11202473358739254,4.927810217486563,1121.4575047418084,0.4237648567067235,0.5275172618954422,3.396918336711875,0.6737471362350961,78.24878182848241,0.04109084721585762,14.597826086956522,0.07933601134215501,15.789697542533082,75.34782608695652,19878.581521739132,2283992.038043478,4981.717254770445,0.046139465123411,37.01086956521739,0.2011460302457467,0.4412834608724263,28.361721539772308,0.018228028071734074,6.015998404703135,0.037451658864237736,19165.63347707939,1.189843440902728,0.0031643732157352663,84.91391270934975,0.06811566728217724,0.8278983849273477
72,56,72,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,5e74bb8d3d7c6892c6bfc84e8ce405bcde21e9df,"(1.0, 1.0, 1.0)","(155, 240, 240)","(64, 48, 64, 17, 17, 17)",4913,1,"(72.0, 56.0, 72.0)","(72.0, 56.0, 72.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,272.0225931202931,314.0,18795.952878518958,158.50433500694538,33335.02010584994,-1156.1316132892987,104.89931532976644,3.4187471797436446,0.9359618912468413,1.0006657494551838,1.8723342969427479,2.2887640823878312,0.6904860836074685,0.6646688212635715,0.9928451291435574,0.9585640738479876,-0.4501238578482626,0.9731100654516228,0.3602554874212831,11.538336219005771,0.04983730531790483,5.369448775308593,0.9509331977269638,0.1230972367206215,23.07667243801155,4.369323863847624,27.079515627377532,28.749631746262434,274.3207988834346,0.0962227335301166,23.426791181668907,173.39773090652972,5.8209210142818835,767.1747178099806,1.7873661299635168,0.08687275842888363,5.200031171335718,1359.112099836488,0.46419759577215647,0.578621866633265,2.4083159709046815,0.7001387549015136,124.66120021689767,0.03459132787439069,17.09128630705394,0.07091820044420723,18.28270863104974,88.32780082987551,10130.92531120332,1431026.1659751036,2372.601643740722,0.041293480559549775,55.273858921161825,0.22935211170606568,0.4451134947463459,32.90957724348853,0.014720045591547002,5.852438843762243,0.04905353144718095,9715.340713830683,0.8590285299952312,0.003729842685049305,105.67054274279101,0.07612041970186298,1.0090473663800597
88,56,72,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},319cb964a7b3a7699b1f1fea1466468afe0aaaaa,3D,"(1.0, 1.0, 1.0)","(155, 240, 240)",46.8013728718638,0.0,646.0,eb44e4cb389c9c6ab102957d2ead07786cc77ea5,"(1.0, 1.0, 1.0)","(155, 240, 240)","(80, 48, 64, 17, 17, 17)",4913,1,"(88.0, 56.0, 72.0)","(88.0, 56.0, 72.0)",0.9999999999999998,0.9999999999999989,19.595917942265395,19.595917942265416,23.345235059857504,23.345235059857504,23.345235059857504,28.30194339616981,4888.166666666667,19.595917942265412,0.832319313866884,1673.496552795393,0.3423566884916757,4913.0,260.3903928353348,334.0,29335.848814683857,167.40491375734044,51218.80150060075,-1316.2925278587986,173.03130944098405,3.667524462149819,0.9583000109826313,1.034757450155543,1.9098651178991597,2.406105532024178,0.6946137303403284,0.6672345887466686,0.9915546453269896,0.9555683506441609,-0.4944266122265175,0.9839694973397315,0.33125702820761604,11.18305682907531,0.05871533728718496,5.490492961424389,0.9671964870174746,0.2002070743986226,22.36611365815062,4.510498121460296,44.174708475783454,44.98914335573727,206.45752853501438,0.07418435885916828,33.19238108202016,178.25200279844935,6.213214822664161,784.0335705230352,2.9851802730656,0.11522126491924742,5.351722188446855,1330.3896163731713,0.4729385642520938,0.5643269817908532,2.8671724115368886,0.7119391616792048,123.55858151992415,0.042245247864963975,19.481012658227847,0.082198365646531,13.494739090957648,73.31223628691983,10793.01687763713,1342162.282700422,5576.991154047405,0.042827223062867695,53.016877637130804,0.22369990564190212,0.47687360778491417,30.593284346519376,0.013270027054426028,5.880042807485669,0.0482393649501323,10363.285727002438,0.7851553932640206,0.005039519788581709,84.6097128660336,0.11542014082208882,1.311488910232427
